num__customer_id,num__past_3_years_bike_related_purchases,num__tenure,cat__first_name,cat__last_name,cat__gender,cat__job_title,cat__job_industry_category,cat__wealth_segment,cat__deceased_indicator,cat__owns_car,cat__DOB
839.0,14.0,10.65704063378482,Charis,Greaves,U,Structural Analysis Engineer,IT,Mass Customer,N,Yes,unkown
840.0,94.0,19.0,Chas,Carabet,M,VP Sales,Financial Services,Affluent Customer,N,Yes,1964-06-20 00:00:00
841.0,93.0,8.0,Hanan,McGreay,M,Marketing Manager,Manufacturing,Affluent Customer,N,Yes,1966-09-22 00:00:00
842.0,59.0,2.0,Mahmud,Dobbson,M,Compensation Analyst,Financial Services,High Net Worth,N,No,1999-08-16 00:00:00
843.0,80.0,9.0,Salomone,Sleford,M,Developer II,Manufacturing,Affluent Customer,N,Yes,1989-09-05 00:00:00
844.0,13.0,9.0,Tome,Tyt,M,Nurse Practicioner,Financial Services,High Net Worth,N,No,1978-01-13 00:00:00
845.0,51.0,3.0,Koressa,Maris,F,Associate Professor,Manufacturing,Mass Customer,N,No,1973-12-24 00:00:00
846.0,60.0,17.0,Alvan,Rebichon,M,Geologist I,Manufacturing,Affluent Customer,N,No,1954-03-25 00:00:00
847.0,66.0,9.0,Kelci,Morrison,F,Chief Design Engineer,Retail,High Net Worth,N,No,1991-05-26 00:00:00
848.0,79.0,13.0,Lannie,Chat,M,VP Product Management,Manufacturing,Mass Customer,N,No,1979-06-25 00:00:00
849.0,72.0,10.0,Sylvan,Capper,M,Librarian,Entertainment,Mass Customer,N,No,1969-09-15 00:00:00
850.0,79.0,1.0,Nevin,Hanfrey,M,Clinical Specialist,Health,Mass Customer,N,No,2000-09-24 00:00:00
851.0,19.0,2.0,Cammi,Tesmond,F,Project Manager,unkown,Affluent Customer,N,Yes,1987-12-30 00:00:00
852.0,37.0,2.0,Andie,Bonney,F,Compensation Analyst,Financial Services,Affluent Customer,N,Yes,2000-11-04 00:00:00
853.0,26.0,16.0,Nolana,Rotter,F,Media Manager I,Retail,Mass Customer,N,Yes,1981-10-04 00:00:00
854.0,35.0,2.0,Charisse,Thoresby,F,Marketing Manager,unkown,Affluent Customer,N,No,2000-10-24 00:00:00
855.0,74.0,16.0,Bennie,Llywarch,F,General Manager,Retail,High Net Worth,N,Yes,1974-10-26 00:00:00
856.0,63.0,9.0,Peyton,Monkeman,M,Quality Engineer,Financial Services,Mass Customer,N,Yes,1988-10-01 00:00:00
857.0,15.0,4.0,Theo,unkown,F,General Manager,unkown,High Net Worth,N,No,1964-08-14 00:00:00
858.0,79.0,9.0,Barby,Charlwood,F,Internal Auditor,Financial Services,High Net Worth,N,Yes,1980-06-02 00:00:00
859.0,53.0,7.0,Devinne,Tommeo,F,Geologist I,Financial Services,Affluent Customer,N,Yes,1978-08-02 00:00:00
860.0,80.0,7.0,Ida,unkown,F,unkown,unkown,High Net Worth,N,Yes,1980-08-12 00:00:00
861.0,73.0,17.0,Rebekah,Dmych,F,Senior Financial Analyst,Financial Services,High Net Worth,N,No,1977-05-24 00:00:00
862.0,83.0,16.0,Worden,Fossitt,M,Information Systems Manager,Argiculture,High Net Worth,N,Yes,1977-12-27 00:00:00
863.0,19.0,5.0,Kessiah,Logg,F,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,1961-09-10 00:00:00
864.0,6.0,4.0,Regen,Nares,M,unkown,Retail,High Net Worth,N,Yes,1970-03-06 00:00:00
865.0,73.0,19.0,Germain,De la Harpe,F,Desktop Support Technician,Telecommunications,Mass Customer,N,No,1965-04-12 00:00:00
866.0,28.0,14.0,Stanislaus,Gottelier,M,Associate Professor,unkown,Affluent Customer,N,Yes,1973-01-05 00:00:00
867.0,12.0,17.0,Lura,MacKim,F,VP Marketing,unkown,Mass Customer,N,No,1973-05-10 00:00:00
868.0,84.0,11.0,Effie,Duddy,F,VP Accounting,Financial Services,Mass Customer,N,Yes,1979-07-18 00:00:00
869.0,7.0,10.0,Addia,Abels,F,Account Representative I,Financial Services,High Net Worth,N,Yes,1984-03-11 00:00:00
870.0,63.0,6.0,Hugh,Wilce,M,Pharmacist,Health,Mass Customer,N,No,1964-01-29 00:00:00
871.0,40.0,5.0,Janka,Yesinin,F,unkown,unkown,Mass Customer,N,Yes,1992-01-20 00:00:00
872.0,47.0,13.0,Suki,Ivachyov,F,Structural Engineer,IT,Mass Customer,N,No,1971-04-28 00:00:00
873.0,37.0,20.0,Worthington,Penwarden,M,Occupational Therapist,Health,Affluent Customer,N,Yes,1959-12-23 00:00:00
874.0,78.0,1.0,Howard,Oseland,M,unkown,Health,Mass Customer,N,Yes,2001-05-05 00:00:00
875.0,34.0,2.0,Caryl,Linnett,M,Recruiting Manager,Financial Services,Mass Customer,N,Yes,1999-02-23 00:00:00
876.0,44.0,19.0,Neil,Jencey,M,Physical Therapy Assistant,IT,High Net Worth,N,No,1968-10-06 00:00:00
877.0,92.0,3.0,Didi,Milne,F,Accounting Assistant III,Financial Services,Mass Customer,N,Yes,1988-05-13 00:00:00
878.0,31.0,9.0,Clarence,Silby,M,Environmental Specialist,Manufacturing,Mass Customer,N,Yes,1982-11-01 00:00:00
879.0,58.0,12.0,Hestia,Smetoun,F,unkown,unkown,Mass Customer,N,No,1978-08-02 00:00:00
880.0,11.0,10.0,Neely,Lundon,F,Internal Auditor,unkown,High Net Worth,N,Yes,1963-12-31 00:00:00
881.0,82.0,15.0,Carmella,O' Lone,F,Information Systems Manager,unkown,High Net Worth,N,No,1980-05-07 00:00:00
882.0,59.0,11.0,Esmaria,Lythgoe,F,unkown,Property,Mass Customer,N,Yes,1965-09-29 00:00:00
883.0,73.0,10.65704063378482,Lolita,Bennie,U,Recruiter,IT,Mass Customer,N,Yes,unkown
884.0,11.0,17.0,Pepito,Lamming,M,Web Designer IV,Property,Mass Customer,N,No,1978-01-30 00:00:00
885.0,20.0,18.0,Yancey,Wivell,M,Statistician IV,Financial Services,Mass Customer,N,No,1966-11-11 00:00:00
886.0,53.0,11.0,Dawna,McCullen,F,Accounting Assistant III,Health,Mass Customer,N,No,1974-11-15 00:00:00
887.0,55.0,1.0,Patrizius,Hardinge,M,unkown,Manufacturing,High Net Worth,N,No,1997-11-17 00:00:00
888.0,62.0,10.0,Chickie,Gulleford,F,Accountant IV,Manufacturing,Mass Customer,N,No,1963-11-10 00:00:00
889.0,46.0,10.0,Ezequiel,Coggeshall,M,Sales Representative,Retail,Affluent Customer,N,Yes,1967-02-19 00:00:00
890.0,55.0,15.0,Tony,Cordsen,F,Dental Hygienist,Health,Mass Customer,N,Yes,1974-02-01 00:00:00
891.0,21.0,9.0,Talbot,Andrioni,M,Occupational Therapist,Health,High Net Worth,N,Yes,1981-08-06 00:00:00
892.0,22.0,10.65704063378482,Conroy,Healy,U,Office Assistant II,IT,Mass Customer,N,Yes,unkown
893.0,97.0,16.0,Gibby,Fearnley,M,Geologist I,IT,Mass Customer,N,No,1983-09-11 00:00:00
894.0,13.0,9.0,Catie,Kibbey,F,Desktop Support Technician,Financial Services,High Net Worth,N,Yes,1970-12-18 00:00:00
895.0,58.0,12.0,Juli,Curness,F,unkown,unkown,Mass Customer,N,Yes,1966-09-03 00:00:00
896.0,25.0,15.0,Idell,Belderson,F,VP Sales,unkown,Mass Customer,N,No,1978-06-10 00:00:00
897.0,25.0,11.0,Pris,Fance,F,Account Executive,Manufacturing,Mass Customer,N,No,1969-01-11 00:00:00
898.0,53.0,16.0,Reyna,Braizier,F,General Manager,Financial Services,Affluent Customer,N,No,1977-08-28 00:00:00
899.0,42.0,12.0,Teodora,Lawling,F,Business Systems Development Analyst,Health,Affluent Customer,N,Yes,1963-08-05 00:00:00
900.0,48.0,5.0,Clevey,Ivamy,M,Associate Professor,Manufacturing,Mass Customer,N,Yes,1990-08-07 00:00:00
901.0,13.0,16.0,Letta,McCarter,F,unkown,Retail,Mass Customer,N,Yes,1975-04-27 00:00:00
902.0,37.0,18.0,Selene,Vasiltsov,F,Staff Scientist,Retail,Mass Customer,N,No,1989-07-26 00:00:00
903.0,46.0,14.0,Hewe,Lidgley,M,unkown,Financial Services,Mass Customer,N,No,1961-07-03 00:00:00
904.0,51.0,11.0,Kariotta,Ludman,F,Database Administrator II,unkown,High Net Worth,N,Yes,1974-05-06 00:00:00
905.0,41.0,12.0,Dorian,Drinkel,F,Safety Technician II,Manufacturing,Affluent Customer,N,No,1978-02-11 00:00:00
906.0,73.0,3.0,Cammy,Marcroft,M,Financial Analyst,Financial Services,High Net Worth,N,Yes,1998-12-30 00:00:00
907.0,51.0,17.0,Eamon,McWhin,M,Sales Associate,Property,High Net Worth,N,Yes,1978-12-25 00:00:00
908.0,86.0,17.0,Carry,Tomlett,F,unkown,Financial Services,Affluent Customer,N,Yes,1980-08-28 00:00:00
909.0,77.0,8.0,Suzette,Surgison,F,Operator,unkown,High Net Worth,N,Yes,1960-01-04 00:00:00
910.0,50.0,14.0,Lewes,Foulcher,M,Biostatistician I,Financial Services,Mass Customer,N,No,1986-04-26 00:00:00
911.0,62.0,3.0,Marcellus,Shawcroft,M,Structural Analysis Engineer,Property,Affluent Customer,N,No,1974-10-13 00:00:00
912.0,37.0,19.0,Vince,Dalmon,M,Sales Representative,Retail,Mass Customer,N,Yes,1968-07-19 00:00:00
913.0,67.0,1.0,Dayle,Spearman,F,unkown,Financial Services,Mass Customer,N,No,2000-10-28 00:00:00
914.0,73.0,2.0,Marc,Egleton,M,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,1999-06-16 00:00:00
915.0,17.0,7.0,Austina,Orrice,F,Budget/Accounting Analyst IV,Entertainment,Mass Customer,N,No,1984-09-07 00:00:00
916.0,18.0,8.0,Joycelin,unkown,F,Recruiter,unkown,Affluent Customer,N,No,1991-06-18 00:00:00
917.0,63.0,19.0,Odo,MacKaig,M,VP Product Management,Financial Services,Mass Customer,N,No,1964-05-06 00:00:00
918.0,73.0,13.0,Mahmud,Chiles,M,Internal Auditor,Health,High Net Worth,N,No,1975-02-26 00:00:00
919.0,48.0,13.0,Grove,Peltzer,M,Registered Nurse,Health,Mass Customer,N,Yes,1987-07-17 00:00:00
920.0,89.0,19.0,Stefano,Thornborrow,M,Software Test Engineer IV,Health,Mass Customer,N,Yes,1976-01-19 00:00:00
921.0,77.0,7.0,Gretchen,Seneschal,F,Help Desk Technician,Manufacturing,Mass Customer,N,No,1979-12-19 00:00:00
922.0,52.0,19.0,Bekki,Ralston,F,Operator,Financial Services,Mass Customer,N,No,1972-10-10 00:00:00
923.0,44.0,19.0,Garrek,Grimwade,M,Senior Financial Analyst,Financial Services,High Net Worth,N,No,1977-06-26 00:00:00
924.0,33.0,13.0,Clementius,Hambric,M,Computer Systems Analyst II,unkown,Affluent Customer,N,No,1976-11-08 00:00:00
925.0,42.0,16.0,Nicko,Pembridge,M,Accountant IV,Manufacturing,Affluent Customer,N,No,1978-08-07 00:00:00
926.0,18.0,10.0,Terrel,Matthisson,M,Professor,Telecommunications,Affluent Customer,N,No,1965-10-14 00:00:00
927.0,25.0,18.0,Jarret,unkown,M,Cost Accountant,Financial Services,Mass Customer,N,Yes,1966-02-19 00:00:00
928.0,61.0,18.0,Porty,Clemmitt,M,Associate Professor,unkown,High Net Worth,N,Yes,1973-05-14 00:00:00
929.0,0.0,13.0,Kippy,Conerding,M,Database Administrator III,Financial Services,Mass Customer,N,Yes,1965-09-04 00:00:00
930.0,86.0,8.0,Evelina,Dinan,F,Executive Secretary,Retail,Mass Customer,N,Yes,1971-11-10 00:00:00
931.0,59.0,1.0,Katrina,Sappson,F,Design Engineer,Manufacturing,Affluent Customer,N,Yes,1999-08-07 00:00:00
932.0,30.0,18.0,Yoko,Dowrey,F,Graphic Designer,unkown,Mass Customer,N,No,1989-07-20 00:00:00
933.0,75.0,5.0,Melany,L'oiseau,F,Help Desk Operator,Retail,Mass Customer,N,Yes,1996-05-19 00:00:00
934.0,76.0,6.0,Marcellus,Louisot,M,Human Resources Manager,Manufacturing,Mass Customer,N,No,1996-01-22 00:00:00
935.0,76.0,3.0,Aldin,Cracker,M,Marketing Manager,unkown,Mass Customer,N,Yes,1994-09-12 00:00:00
936.0,64.0,3.0,Raffaello,Godleman,M,Speech Pathologist,Health,High Net Worth,N,No,1988-05-16 00:00:00
937.0,65.0,15.0,Nikolos,McKyrrelly,M,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,1985-11-15 00:00:00
938.0,18.0,7.0,Corabelle,unkown,F,Technical Writer,Retail,Mass Customer,N,No,1996-04-06 00:00:00
939.0,53.0,6.0,Cristian,Theodoris,M,Product Engineer,Manufacturing,Mass Customer,N,No,1961-01-10 00:00:00
940.0,3.0,9.0,Marnia,Claesens,F,Administrative Officer,Manufacturing,Mass Customer,N,No,1987-06-16 00:00:00
941.0,13.0,1.0,Tye,Doohan,M,Recruiting Manager,Financial Services,Affluent Customer,N,Yes,1995-02-02 00:00:00
942.0,31.0,14.0,Shirley,Brook,F,Director of Sales,Financial Services,Mass Customer,N,Yes,1974-02-07 00:00:00
943.0,94.0,15.0,Holly,Gamett,M,Legal Assistant,Property,Affluent Customer,N,Yes,1979-09-17 00:00:00
944.0,53.0,15.0,Anderea,Dallewater,F,unkown,Manufacturing,Mass Customer,N,No,1976-01-12 00:00:00
945.0,59.0,1.0,Hebert,Bernocchi,M,Human Resources Manager,unkown,High Net Worth,N,Yes,1998-08-26 00:00:00
946.0,16.0,12.0,Bettina,Farrer,F,Research Associate,Manufacturing,High Net Worth,N,No,1961-07-17 00:00:00
947.0,43.0,10.0,Hyacinth,Naldrett,F,Pharmacist,Health,Mass Customer,N,No,1986-03-10 00:00:00
948.0,19.0,10.0,Yardley,Argo,M,Recruiting Manager,unkown,Affluent Customer,N,No,1969-08-09 00:00:00
949.0,18.0,3.0,Jarid,Grebner,M,Executive Secretary,Health,Mass Customer,N,Yes,1975-09-07 00:00:00
950.0,24.0,10.65704063378482,Bret,Ivakhnov,U,Recruiter,IT,High Net Worth,N,Yes,unkown
951.0,44.0,1.0,Meryl,Dumbar,M,Assistant Media Planner,Entertainment,Mass Customer,N,No,1999-09-29 00:00:00
952.0,34.0,6.0,Marina,Andresen,F,VP Sales,Financial Services,Affluent Customer,N,Yes,1971-06-13 00:00:00
953.0,16.0,7.0,Jasmin,Brodeur,F,unkown,unkown,Mass Customer,N,No,1979-05-23 00:00:00
954.0,76.0,7.0,Alain,Immins,M,VP Quality Control,Manufacturing,Mass Customer,N,Yes,1995-02-28 00:00:00
955.0,78.0,9.0,Teresina,Gibbie,F,Research Nurse,Health,Mass Customer,N,Yes,1989-10-01 00:00:00
956.0,19.0,9.0,Ezechiel,Pettecrew,M,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,1960-09-26 00:00:00
957.0,80.0,7.0,Jamima,Gannan,F,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,1994-08-20 00:00:00
958.0,15.0,18.0,Kristofor,Saulter,M,Biostatistician IV,Health,High Net Worth,N,No,1964-01-14 00:00:00
959.0,3.0,21.0,Katharina,Jennins,F,Staff Scientist,unkown,Affluent Customer,N,Yes,1986-10-26 00:00:00
960.0,1.0,12.0,Lannie,Crumley,M,GIS Technical Architect,Health,Mass Customer,N,Yes,1968-10-10 00:00:00
961.0,73.0,6.0,Rosamund,Shelton,F,Assistant Manager,Financial Services,Mass Customer,N,No,1986-08-10 00:00:00
962.0,49.0,17.0,Granger,Tuftin,M,VP Product Management,unkown,High Net Worth,N,Yes,1977-09-07 00:00:00
963.0,56.0,16.0,Valery,Haresign,F,Budget/Accounting Analyst I,unkown,High Net Worth,N,Yes,1968-07-28 00:00:00
964.0,35.0,6.0,Rhetta,Grellier,F,Assistant Professor,Financial Services,High Net Worth,N,No,1994-01-24 00:00:00
965.0,86.0,5.0,Meggie,Whitchurch,F,Structural Engineer,Retail,High Net Worth,N,Yes,1997-06-18 00:00:00
966.0,70.0,5.0,Krystyna,Linning,F,Speech Pathologist,Retail,High Net Worth,N,Yes,1978-11-05 00:00:00
967.0,44.0,1.0,April,Causon,F,Sales Associate,Manufacturing,Affluent Customer,N,Yes,1999-10-04 00:00:00
968.0,96.0,16.0,Wayne,Woodfin,M,Accountant IV,IT,High Net Worth,N,Yes,1955-06-16 00:00:00
969.0,20.0,18.0,Jo,Mallinar,F,Health Coach IV,Health,High Net Worth,N,Yes,1978-09-19 00:00:00
970.0,2.0,14.0,Kellyann,Hawton,F,VP Accounting,Financial Services,High Net Worth,N,Yes,1980-06-26 00:00:00
971.0,11.0,22.0,Sarge,Lerohan,M,Geologist I,Manufacturing,High Net Worth,N,No,1988-10-25 00:00:00
972.0,81.0,10.0,Dena,Crewdson,F,Project Manager,Retail,Mass Customer,N,Yes,1981-07-23 00:00:00
973.0,46.0,15.0,Annabella,Hebron,F,Data Coordiator,Health,High Net Worth,N,No,1979-08-02 00:00:00
974.0,92.0,4.0,Mellicent,Dollin,F,Administrative Assistant IV,unkown,Mass Customer,N,Yes,1991-06-07 00:00:00
975.0,26.0,10.65704063378482,Goldarina,Rzehorz,U,Automation Specialist IV,IT,Mass Customer,N,No,unkown
976.0,10.0,10.0,Andonis,Slimmon,M,Graphic Designer,Financial Services,Affluent Customer,N,No,1971-10-21 00:00:00
977.0,65.0,13.0,Olga,Dyke,F,Staff Accountant III,unkown,High Net Worth,N,Yes,1959-11-30 00:00:00
978.0,40.0,15.0,Erena,Escalero,F,Nurse Practicioner,unkown,High Net Worth,N,No,1982-01-31 00:00:00
979.0,42.0,12.0,Kayla,Falkingham,F,Budget/Accounting Analyst I,Manufacturing,High Net Worth,N,No,1959-12-25 00:00:00
980.0,19.0,8.0,Max,Gronaver,F,Registered Nurse,Health,Mass Customer,N,No,1978-01-23 00:00:00
981.0,0.0,11.0,Bud,Smittoune,M,unkown,Retail,Mass Customer,N,No,1973-02-19 00:00:00
982.0,14.0,6.0,Tibold,Bonwell,M,Geologist III,Health,High Net Worth,N,Yes,1960-02-12 00:00:00
983.0,49.0,10.65704063378482,Shaylyn,Riggs,U,unkown,IT,Affluent Customer,N,No,unkown
984.0,89.0,16.0,Luciano,Weddup,M,Programmer I,Manufacturing,Affluent Customer,N,No,1954-03-25 00:00:00
985.0,29.0,15.0,Aryn,O'Halloran,F,Help Desk Operator,Retail,High Net Worth,N,No,1970-09-30 00:00:00
986.0,3.0,8.0,Barnard,Stranks,M,Office Assistant I,Manufacturing,Mass Customer,N,Yes,1994-10-05 00:00:00
987.0,89.0,11.0,Lars,Keher,M,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,1974-08-29 00:00:00
988.0,35.0,7.0,Andree,Simonato,F,Director of Sales,Manufacturing,High Net Worth,N,No,1981-01-15 00:00:00
989.0,43.0,17.0,Caralie,Morfett,F,Project Manager,Financial Services,Mass Customer,N,No,1982-05-24 00:00:00
990.0,56.0,14.0,Melissa,Purple,F,Administrative Officer,Manufacturing,Mass Customer,N,Yes,1976-04-13 00:00:00
991.0,11.0,10.0,Lenna,Coales,F,Financial Analyst,Financial Services,Mass Customer,N,Yes,1991-11-29 00:00:00
992.0,6.0,8.0,Cordelia,Hawkeswood,F,unkown,Property,Mass Customer,N,Yes,1958-11-25 00:00:00
993.0,71.0,17.0,Reine,Semken,F,Account Coordinator,Argiculture,High Net Worth,N,No,1977-02-18 00:00:00
994.0,62.0,5.0,Rhetta,Kupker,F,Librarian,Entertainment,Affluent Customer,N,Yes,1977-11-14 00:00:00
995.0,16.0,19.0,Urbano,Mews,M,Information Systems Manager,Health,Mass Customer,N,Yes,1965-11-12 00:00:00
996.0,67.0,10.65704063378482,Aura,Bemlott,U,Assistant Manager,IT,Mass Customer,N,Yes,unkown
997.0,30.0,13.0,Ambros,Kernes,M,Teacher,Telecommunications,Mass Customer,N,Yes,1981-07-03 00:00:00
998.0,66.0,5.0,Petunia,Dufton,F,Speech Pathologist,Manufacturing,Affluent Customer,N,Yes,1965-12-13 00:00:00
999.0,12.0,4.0,Dido,Leyburn,F,Recruiting Manager,unkown,High Net Worth,N,No,1988-04-10 00:00:00
1000.0,44.0,11.0,Paulie,Castelot,F,Compensation Analyst,Financial Services,Mass Customer,N,No,1978-08-07 00:00:00
1001.0,63.0,14.0,Finley,Vost,M,Recruiter,Retail,Mass Customer,N,No,1979-08-27 00:00:00
1002.0,65.0,18.0,Pacorro,De Clairmont,M,Business Systems Development Analyst,unkown,Mass Customer,N,Yes,1978-08-30 00:00:00
1003.0,35.0,18.0,Mariann,O'Geaney,F,Paralegal,Financial Services,High Net Worth,N,No,1968-02-03 00:00:00
1004.0,35.0,22.0,Colas,Pumfrett,M,Business Systems Development Analyst,IT,High Net Worth,N,No,1975-07-09 00:00:00
1005.0,94.0,8.0,Kalila,Birtwistle,F,Design Engineer,IT,High Net Worth,N,Yes,1967-09-15 00:00:00
1006.0,15.0,19.0,Norbert,Gotcher,M,Quality Control Specialist,Telecommunications,Affluent Customer,N,Yes,1977-08-10 00:00:00
1007.0,58.0,5.0,Cord,Warriner,M,unkown,Retail,Mass Customer,N,No,1996-06-08 00:00:00
1008.0,47.0,21.0,Lorry,Booley,F,Teacher,unkown,Mass Customer,N,No,1975-11-10 00:00:00
1009.0,16.0,13.0,Nolie,Orring,F,Research Associate,Manufacturing,High Net Worth,N,Yes,1957-05-09 00:00:00
1010.0,24.0,17.0,Leighton,Ebbles,M,Nurse,Financial Services,Affluent Customer,N,No,1963-01-26 00:00:00
1011.0,42.0,10.0,Cymbre,Janos,F,Occupational Therapist,Health,High Net Worth,N,Yes,1985-07-19 00:00:00
1012.0,20.0,11.0,Anna-diane,Preddle,F,Software Test Engineer III,unkown,High Net Worth,N,Yes,1955-05-20 00:00:00
1013.0,53.0,17.0,Corissa,Zienkiewicz,F,Physical Therapy Assistant,Retail,High Net Worth,N,No,1976-09-06 00:00:00
1014.0,60.0,8.0,Miller,Faloon,M,Senior Developer,Property,Mass Customer,N,Yes,1960-10-14 00:00:00
1015.0,7.0,17.0,Toiboid,Sorrel,M,Web Developer I,Health,Mass Customer,N,No,1955-04-01 00:00:00
1016.0,0.0,17.0,Adrian,Prettyjohns,M,Legal Assistant,IT,Mass Customer,N,Yes,1959-08-12 00:00:00
1017.0,88.0,16.0,Jacquenette,Pluthero,F,Assistant Media Planner,Entertainment,High Net Worth,N,No,1979-01-09 00:00:00
1018.0,1.0,7.0,Matthiew,Ferreras,M,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,1994-11-27 00:00:00
1019.0,42.0,14.0,Ignazio,Milby,M,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,1973-11-19 00:00:00
1020.0,29.0,13.0,Natala,Thorndale,F,unkown,IT,Affluent Customer,N,No,1975-11-10 00:00:00
1021.0,16.0,7.0,Elvis,Rixon,M,Mechanical Systems Engineer,Retail,High Net Worth,N,No,1977-10-02 00:00:00
1022.0,56.0,14.0,Suzann,Wilks,F,Assistant Manager,Financial Services,Affluent Customer,N,Yes,1990-03-04 00:00:00
1023.0,16.0,6.0,Iseabal,Fullbrook,F,unkown,Financial Services,Affluent Customer,N,Yes,1991-07-23 00:00:00
1024.0,17.0,2.0,Rhodia,D'Onise,F,Social Worker,Health,High Net Worth,N,Yes,1992-06-05 00:00:00
1025.0,69.0,5.0,Ario,Jeromson,M,Quality Engineer,IT,Mass Customer,N,Yes,1997-07-30 00:00:00
1026.0,66.0,4.0,Vernon,Hakking,M,unkown,Financial Services,Affluent Customer,N,No,1994-07-29 00:00:00
1027.0,33.0,18.0,Rolando,Sherewood,M,Statistician I,Financial Services,Affluent Customer,N,No,1966-10-07 00:00:00
1028.0,10.0,1.0,Thorn,Torfin,M,Project Manager,unkown,High Net Worth,N,No,1999-08-11 00:00:00
1029.0,71.0,4.0,Forbes,Londors,M,VP Sales,unkown,Mass Customer,N,No,1997-02-15 00:00:00
1030.0,9.0,5.0,Nariko,Dummigan,F,Food Chemist,Health,Mass Customer,N,No,1962-05-05 00:00:00
1031.0,75.0,6.0,Roi,Ogden,M,Junior Executive,Manufacturing,Mass Customer,N,No,1983-09-15 00:00:00
1032.0,36.0,18.0,Maribelle,Werndly,F,Executive Secretary,unkown,Mass Customer,N,Yes,1978-07-18 00:00:00
1033.0,70.0,3.0,Jacob,Claringbold,M,unkown,unkown,Affluent Customer,N,Yes,1995-01-06 00:00:00
1034.0,16.0,3.0,Denney,Cretney,M,unkown,unkown,High Net Worth,N,Yes,1976-05-12 00:00:00
1035.0,77.0,5.0,Kara-lynn,Doddridge,F,Operator,Retail,Affluent Customer,N,Yes,1976-11-02 00:00:00
1036.0,6.0,12.0,Randene,Ingle,F,Paralegal,Financial Services,Mass Customer,N,Yes,1969-11-28 00:00:00
1037.0,95.0,10.0,Sissie,Rielly,F,Human Resources Assistant II,Financial Services,Mass Customer,N,No,1956-08-08 00:00:00
1038.0,57.0,10.65704063378482,Fraser,Acome,U,Engineer I,Manufacturing,Mass Customer,N,Yes,unkown
1039.0,24.0,15.0,Nona,Diamant,F,unkown,unkown,High Net Worth,N,Yes,1975-03-14 00:00:00
1040.0,78.0,9.0,Jacenta,Wedlock,F,Food Chemist,Health,High Net Worth,N,No,1975-03-04 00:00:00
1041.0,95.0,15.0,Free,Bonniface,M,unkown,Property,Affluent Customer,N,No,1959-05-25 00:00:00
1042.0,0.0,11.0,Isacco,Woodwind,M,Nuclear Power Engineer,Manufacturing,High Net Worth,N,Yes,1976-01-14 00:00:00
1043.0,34.0,16.0,Giorgi,Hurford,M,Sales Associate,Financial Services,Mass Customer,N,Yes,1986-10-20 00:00:00
1044.0,4.0,10.65704063378482,Frederico,Whilder,U,Food Chemist,Health,High Net Worth,N,No,unkown
1045.0,88.0,19.0,Aeriel,Everest,F,unkown,Financial Services,Mass Customer,N,Yes,1986-05-08 00:00:00
1046.0,0.0,11.0,Shir,Clevely,F,Budget/Accounting Analyst II,unkown,Affluent Customer,N,No,1955-07-23 00:00:00
1047.0,39.0,11.0,Standford,Tanswill,M,VP Accounting,Financial Services,Affluent Customer,N,No,1978-09-03 00:00:00
1048.0,99.0,15.0,Braden,Lamming,M,Internal Auditor,unkown,Affluent Customer,N,No,1976-06-08 00:00:00
1049.0,35.0,2.0,Fraser,Gaenor,M,Software Consultant,Property,Mass Customer,N,No,1996-03-02 00:00:00
1050.0,7.0,15.0,Marjie,Ghion,F,Software Consultant,Telecommunications,Mass Customer,N,Yes,1973-07-29 00:00:00
1051.0,34.0,14.0,Xylia,Lange,F,Help Desk Technician,Property,High Net Worth,N,Yes,1977-09-29 00:00:00
1052.0,31.0,3.0,Dela,Flannigan,F,Junior Executive,Financial Services,High Net Worth,N,No,1986-02-02 00:00:00
1053.0,98.0,8.0,Davon,Stanyland,M,unkown,Manufacturing,Mass Customer,N,Yes,1962-05-20 00:00:00
1054.0,27.0,13.0,Natal,Matiewe,M,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,1983-08-09 00:00:00
1055.0,30.0,12.0,Danell,Rose,F,Data Coordiator,Manufacturing,Mass Customer,N,No,1988-06-08 00:00:00
1056.0,96.0,6.0,Kendricks,Markel,M,Software Test Engineer IV,Manufacturing,Affluent Customer,N,No,1966-12-18 00:00:00
1057.0,73.0,5.0,Laryssa,Durdle,F,Registered Nurse,Health,Mass Customer,N,No,1969-04-06 00:00:00
1058.0,37.0,4.0,Gretel,Gionettitti,F,Research Assistant IV,Retail,Affluent Customer,N,Yes,1987-10-24 00:00:00
1059.0,68.0,6.0,Chantal,Plante,F,Account Representative III,Entertainment,High Net Worth,N,Yes,1968-02-16 00:00:00
1060.0,88.0,13.0,Vanda,Boadby,F,Associate Professor,Argiculture,Affluent Customer,N,Yes,1961-11-23 00:00:00
1061.0,34.0,19.0,Anderson,unkown,M,Speech Pathologist,Financial Services,Mass Customer,N,No,1988-11-07 00:00:00
